name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date
HD 109749 b,206,0.27 Jupiters,8.08,2005
HD 110014 b,329,11.09 Jupiters,4.64597,2009
HD 110082 b,343,10.3 Earths,9.23,2021
HD 110113 b,347,4.55 Earths,10.09,2021
HD 110113 c,347,10.5 Earths,10.09,2021
HD 111232 b,94,7.14 Jupiters,7.59,2003
HD 111591 b,372,4.4 Jupiters,6.417,2017
HD 111998 b,108,4.51 Jupiters,6.11006,2016
HD 112640 b,1055,5 Jupiters,6.53649,2020
HD 113337 b,118,2.83 Jupiters,6.02078,2013
HD 109749 b,206,0.27 Jupiters,8.08,2005
HD 110014 b,329,11.09 Jupiters,4.64597,2009
HD 110082 b,343,10.3 Earths,9.23,2021
HD 110113 b,347,4.55 Earths,10.09,2021
HD 110113 c,347,10.5 Earths,10.09,2021
HD 111232 b,94,7.14 Jupiters,7.59,2003
HD 111591 b,372,4.4 Jupiters,6.417,2017
HD 111998 b,108,4.51 Jupiters,6.11006,2016
HD 112640 b,1055,5 Jupiters,6.53649,2020
HD 113337 b,118,2.83 Jupiters,6.02078,2013
HD 109749 b,206,0.27 Jupiters,8.08,2005
HD 110014 b,329,11.09 Jupiters,4.64597,2009
HD 110082 b,343,10.3 Earths,9.23,2021
HD 110113 b,347,4.55 Earths,10.09,2021
HD 110113 c,347,10.5 Earths,10.09,2021
HD 111232 b,94,7.14 Jupiters,7.59,2003
HD 111591 b,372,4.4 Jupiters,6.417,2017
HD 111998 b,108,4.51 Jupiters,6.11006,2016
HD 112640 b,1055,5 Jupiters,6.53649,2020
HD 113337 b,118,2.83 Jupiters,6.02078,2013
HD 109749 b,206,0.27 Jupiters,8.08,2005
HD 110014 b,329,11.09 Jupiters,4.64597,2009
HD 110082 b,343,10.3 Earths,9.23,2021
HD 110113 b,347,4.55 Earths,10.09,2021
HD 110113 c,347,10.5 Earths,10.09,2021
HD 111232 b,94,7.14 Jupiters,7.59,2003
HD 111591 b,372,4.4 Jupiters,6.417,2017
HD 111998 b,108,4.51 Jupiters,6.11006,2016
HD 112640 b,1055,5 Jupiters,6.53649,2020
HD 113337 b,118,2.83 Jupiters,6.02078,2013
HD 109749 b,206,0.27 Jupiters,8.08,2005
HD 110014 b,329,11.09 Jupiters,4.64597,2009
HD 110082 b,343,10.3 Earths,9.23,2021
HD 110113 b,347,4.55 Earths,10.09,2021
HD 110113 c,347,10.5 Earths,10.09,2021
HD 111232 b,94,7.14 Jupiters,7.59,2003
HD 111591 b,372,4.4 Jupiters,6.417,2017
HD 111998 b,108,4.51 Jupiters,6.11006,2016
HD 112640 b,1055,5 Jupiters,6.53649,2020
HD 113337 b,118,2.83 Jupiters,6.02078,2013
HD 113538 b,53,0.36 Jupiters,9.05,2010
HD 113538 c,53,0.93 Jupiters,9.05,2010
HD 113996 b,379,6.3 Jupiters,4.77044,2017
HD 114386 b,91,1.14 Jupiters,8.73,2003
HD 114613 b,66,0.357 Jupiters,4.85,2014
HD 114729 b,123,0.825 Jupiters,6.68,2002
HD 114762 b,131,10.69 Jupiters,7.3,1989
HD 114783 b,69,1.1 Jupiters,7.56,2001
HD 114783 c,69,0.611 Jupiters,7.56,2018
HD 11506 b,167,4.83 Jupiters,7.51,2007
HD 113538 b,53,0.36 Jupiters,9.05,2010
HD 113538 c,53,0.93 Jupiters,9.05,2010
HD 113996 b,379,6.3 Jupiters,4.77044,2017
HD 114386 b,91,1.14 Jupiters,8.73,2003
HD 114613 b,66,0.357 Jupiters,4.85,2014
HD 114729 b,123,0.825 Jupiters,6.68,2002
HD 114762 b,131,10.69 Jupiters,7.3,1989
HD 114783 b,69,1.1 Jupiters,7.56,2001
HD 114783 c,69,0.611 Jupiters,7.56,2018
HD 11506 b,167,4.83 Jupiters,7.51,2007
HD 113538 b,53,0.36 Jupiters,9.05,2010
HD 113538 c,53,0.93 Jupiters,9.05,2010
HD 113996 b,379,6.3 Jupiters,4.77044,2017
HD 114386 b,91,1.14 Jupiters,8.73,2003
HD 114613 b,66,0.357 Jupiters,4.85,2014
HD 114729 b,123,0.825 Jupiters,6.68,2002
HD 114762 b,131,10.69 Jupiters,7.3,1989
HD 114783 b,69,1.1 Jupiters,7.56,2001
HD 114783 c,69,0.611 Jupiters,7.56,2018
HD 11506 b,167,4.83 Jupiters,7.51,2007
HD 131664 b,172,19.12 Jupiters,8.13,2008
HD 13167 b,486,3.31 Jupiters,8.34,2018
HD 13189 b,1624,10.95 Jupiters,7.57,2005
HD 132406 b,231,5.38 Jupiters,8.45,2007
HD 132563 b,343,1.49 Jupiters,8.928001,2011
HD 133131 A b,168,1.42 Jupiters,7.66,2016
HD 133131 A c,168,0.42 Jupiters,7.66,2016
HD 133131 B b,167,2.5 Jupiters,8.413,2016
HD 134060 b,78,10.1 Earths,6.29,2019
HD 134060 c,78,29.29 Earths,6.29,2019
HD 131664 b,172,19.12 Jupiters,8.13,2008
HD 13167 b,486,3.31 Jupiters,8.34,2018
HD 13189 b,1624,10.95 Jupiters,7.57,2005
HD 132406 b,231,5.38 Jupiters,8.45,2007
HD 132563 b,343,1.49 Jupiters,8.928001,2011
HD 133131 A b,168,1.42 Jupiters,7.66,2016
HD 133131 A c,168,0.42 Jupiters,7.66,2016
HD 133131 B b,167,2.5 Jupiters,8.413,2016
HD 134060 b,78,10.1 Earths,6.29,2019
HD 134060 c,78,29.29 Earths,6.29,2019
HD 131664 b,172,19.12 Jupiters,8.13,2008
HD 13167 b,486,3.31 Jupiters,8.34,2018
HD 13189 b,1624,10.95 Jupiters,7.57,2005
HD 132406 b,231,5.38 Jupiters,8.45,2007
HD 132563 b,343,1.49 Jupiters,8.928001,2011
HD 133131 A b,168,1.42 Jupiters,7.66,2016
HD 133131 A c,168,0.42 Jupiters,7.66,2016
HD 133131 B b,167,2.5 Jupiters,8.413,2016
HD 134060 b,78,10.1 Earths,6.29,2019
HD 134060 c,78,29.29 Earths,6.29,2019
HD 126525 b,123,0.237 Jupiters,7.85,2018
HD 126614 b,238,0.41 Jupiters,8.81,2009
HD 12661 b,123,2.43 Jupiters,7.43,2000
HD 12661 c,123,1.812 Jupiters,7.43,2002
HD 128311 b,53,1.769 Jupiters,7.48,2002
HD 128311 c,53,3.789 Jupiters,7.48,2005
HD 128356 b,85,0.89 Jupiters,8.2411,2016
HD 129445 b,220,1.6 Jupiters,8.8,2009
HD 130322 b,104,1.15 Jupiters,8.04,1999
HD 131496 b,430,1.8 Jupiters,7.8,2011
HD 131664 b,172,19.12 Jupiters,8.13,2008
HD 13167 b,486,3.31 Jupiters,8.34,2018
HD 13189 b,1624,10.95 Jupiters,7.57,2005
HD 132406 b,231,5.38 Jupiters,8.45,2007
HD 132563 b,343,1.49 Jupiters,8.928001,2011
HD 133131 A b,168,1.42 Jupiters,7.66,2016
HD 133131 A c,168,0.42 Jupiters,7.66,2016
HD 133131 B b,167,2.5 Jupiters,8.413,2016
HD 134060 b,78,10.1 Earths,6.29,2019
HD 134060 c,78,29.29 Earths,6.29,2019
HD 131664 b,172,19.12 Jupiters,8.13,2008
HD 13167 b,486,3.31 Jupiters,8.34,2018
HD 13189 b,1624,10.95 Jupiters,7.57,2005
HD 132406 b,231,5.38 Jupiters,8.45,2007
HD 132563 b,343,1.49 Jupiters,8.928001,2011
HD 133131 A b,168,1.42 Jupiters,7.66,2016
HD 133131 A c,168,0.42 Jupiters,7.66,2016
HD 133131 B b,167,2.5 Jupiters,8.413,2016
HD 134060 b,78,10.1 Earths,6.29,2019
HD 134060 c,78,29.29 Earths,6.29,2019
HD 134987 b,85,1.61 Jupiters,6.47,1999
HD 134987 c,85,0.82 Jupiters,6.47,2009
HD 136352 b,48,4.62 Earths,5.65,2019
HD 136352 c,48,11.29 Earths,5.65,2019
HD 136352 d,48,10.5 Earths,5.65,2019
HD 136418 b,343,2.14 Jupiters,7.849,2009
HD 136925 b,156,0.84 Jupiters,7.91433,2021
HD 137388 b,132,0.2 Jupiters,8.71,2011
HD 13808 b,92,11.2 Earths,8.36,2021
HD 13808 c,92,9.96 Earths,8.36,2021
HD 13908 b,259,0.865 Jupiters,7.52,2013
HD 13908 c,259,5.13 Jupiters,7.52,2013
HD 13931 b,155,2.2 Jupiters,7.61,2009
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 13908 b,259,0.865 Jupiters,7.52,2013
HD 13908 c,259,5.13 Jupiters,7.52,2013
HD 13931 b,155,2.2 Jupiters,7.61,2009
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 13908 b,259,0.865 Jupiters,7.52,2013
HD 13908 c,259,5.13 Jupiters,7.52,2013
HD 13931 b,155,2.2 Jupiters,7.61,2009
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 145457 b,441,2.23 Jupiters,6.57226,2010
HD 145675 c,58,5.8 Jupiters,6.61935,2021
HD 145934 b,743,2.28 Jupiters,8.495,2015
HD 1461 b,77,6.44 Earths,6.47933,2010
HD 1461 c,77,5.59 Earths,6.47933,2015
HD 147018 b,132,2.12 Jupiters,8.3,2009
HD 147018 c,132,6.56 Jupiters,8.3,2009
HD 147379 b,35,28.55 Earths,8.61,2017
HD 147513 b,42,1.21 Jupiters,5.37,2003
HD 147873 b,356,5.14 Jupiters,7.96,2016
HD 147873 c,356,2.3 Jupiters,7.96,2016
HD 14787 b,389,1.121 Jupiters,7.63,2018
HD 148156 b,186,0.85 Jupiters,7.69,2009
HD 148164 b,252,1.23 Jupiters,8.23,2018
HD 148164 c,252,5.16 Jupiters,8.23,2018
HD 148427 b,233,1.3 Jupiters,6.90498,2009
HD 149026 b,247,0.38 Jupiters,8.15,2005
HD 149143 b,239,1.33 Jupiters,7.89,2005
HD 1502 b,623,2.75 Jupiters,8.36,2011
HD 150706 b,92,2.71 Jupiters,7.03,2012
HD 154857 c,207,2.58 Jupiters,7.24,2014
HD 155193 b,189,0.75 Jupiters,7.0092,2021
HD 155233 b,242,2.6 Jupiters,6.81,2015
HD 155358 b,142,0.99 Jupiters,7.28,2007
HD 155358 c,142,0.82 Jupiters,7.28,2007
HD 156279 b,118,9.88 Jupiters,8.07,2011
HD 156279 c,118,8.6 Jupiters,8.07,2018
HD 156411 b,185,0.74 Jupiters,6.67,2009
HD 156668 b,79,4.15 Earths,8.43,2010
HD 156668 c,79,31.4968 Earths,8.43,2021
HD 154857 c,207,2.58 Jupiters,7.24,2014
HD 155193 b,189,0.75 Jupiters,7.0092,2021
HD 155233 b,242,2.6 Jupiters,6.81,2015
HD 155358 b,142,0.99 Jupiters,7.28,2007
HD 155358 c,142,0.82 Jupiters,7.28,2007
HD 156279 b,118,9.88 Jupiters,8.07,2011
HD 156279 c,118,8.6 Jupiters,8.07,2018
HD 156411 b,185,0.74 Jupiters,6.67,2009
HD 156668 b,79,4.15 Earths,8.43,2010
HD 156668 c,79,31.4968 Earths,8.43,2021
HD 154857 c,207,2.58 Jupiters,7.24,2014
HD 155193 b,189,0.75 Jupiters,7.0092,2021
HD 155233 b,242,2.6 Jupiters,6.81,2015
HD 155358 b,142,0.99 Jupiters,7.28,2007
HD 155358 c,142,0.82 Jupiters,7.28,2007
HD 156279 b,118,9.88 Jupiters,8.07,2011
HD 156279 c,118,8.6 Jupiters,8.07,2018
HD 156411 b,185,0.74 Jupiters,6.67,2009
HD 156668 b,79,4.15 Earths,8.43,2010
HD 156668 c,79,31.4968 Earths,8.43,2021
HD 154857 c,207,2.58 Jupiters,7.24,2014
HD 155193 b,189,0.75 Jupiters,7.0092,2021
HD 155233 b,242,2.6 Jupiters,6.81,2015
HD 155358 b,142,0.99 Jupiters,7.28,2007
HD 155358 c,142,0.82 Jupiters,7.28,2007
HD 156279 b,118,9.88 Jupiters,8.07,2011
HD 156279 c,118,8.6 Jupiters,8.07,2018
HD 156411 b,185,0.74 Jupiters,6.67,2009
HD 156668 b,79,4.15 Earths,8.43,2010
HD 156668 c,79,31.4968 Earths,8.43,2021
HD 152079 b,287,2.661 Jupiters,9.18,2009
HD 152581 b,541,1.869 Jupiters,8.38,2011
HD 152843 b,352,11.56 Earths,8.855,2021
HD 152843 c,352,27.5 Earths,8.855,2021
HD 15337 b,146,7.51 Earths,9.1,2019
HD 15337 c,146,8.11 Earths,9.1,2019
HD 153950 b,158,2.95 Jupiters,7.39,2008
HD 154345 b,60,0.82 Jupiters,6.76,2006
HD 154672 b,206,5.37 Jupiters,8.21,2008
HD 154857 b,207,2.45 Jupiters,7.24,2004
HD 145457 b,441,2.23 Jupiters,6.57226,2010
HD 145675 c,58,5.8 Jupiters,6.61935,2021
HD 145934 b,743,2.28 Jupiters,8.495,2015
HD 1461 b,77,6.44 Earths,6.47933,2010
HD 1461 c,77,5.59 Earths,6.47933,2015
HD 147018 b,132,2.12 Jupiters,8.3,2009
HD 147018 c,132,6.56 Jupiters,8.3,2009
HD 147379 b,35,28.55 Earths,8.61,2017
HD 147513 b,42,1.21 Jupiters,5.37,2003
HD 147873 b,356,5.14 Jupiters,7.96,2016
HD 147873 c,356,2.3 Jupiters,7.96,2016
HD 14787 b,389,1.121 Jupiters,7.63,2018
HD 148156 b,186,0.85 Jupiters,7.69,2009
HD 148164 b,252,1.23 Jupiters,8.23,2018
HD 148164 c,252,5.16 Jupiters,8.23,2018
HD 148427 b,233,1.3 Jupiters,6.90498,2009
HD 149026 b,247,0.38 Jupiters,8.15,2005
HD 149143 b,239,1.33 Jupiters,7.89,2005
HD 1502 b,623,2.75 Jupiters,8.36,2011
HD 150706 b,92,2.71 Jupiters,7.03,2012
HD 156846 b,156,10.67 Jupiters,6.5,2007
HD 158038 b,309,1.53 Jupiters,7.47,2011
HD 158259 b,88,2.22 Earths,6.47915,2020
HD 158259 c,88,5.6 Earths,6.47915,2020
HD 158259 d,88,5.41 Earths,6.47915,2020
HD 158259 e,88,6.08 Earths,6.47915,2020
HD 158259 f,88,6.14 Earths,6.47915,2020
HD 158996 b,925,14 Jupiters,5.72291,2018
HD 159243 b,239,1.13 Jupiters,8.65,2013
HD 159243 c,239,1.9 Jupiters,8.65,2013
HD 156846 b,156,10.67 Jupiters,6.5,2007
HD 158038 b,309,1.53 Jupiters,7.47,2011
HD 158259 b,88,2.22 Earths,6.47915,2020
HD 158259 c,88,5.6 Earths,6.47915,2020
HD 158259 d,88,5.41 Earths,6.47915,2020
HD 158259 e,88,6.08 Earths,6.47915,2020
HD 158259 f,88,6.14 Earths,6.47915,2020
HD 158996 b,925,14 Jupiters,5.72291,2018
HD 159243 b,239,1.13 Jupiters,8.65,2013
HD 159243 c,239,1.9 Jupiters,8.65,2013
HD 156846 b,156,10.67 Jupiters,6.5,2007
HD 158038 b,309,1.53 Jupiters,7.47,2011
HD 158259 b,88,2.22 Earths,6.47915,2020
HD 158259 c,88,5.6 Earths,6.47915,2020
HD 158259 d,88,5.41 Earths,6.47915,2020
HD 158259 e,88,6.08 Earths,6.47915,2020
HD 158259 f,88,6.14 Earths,6.47915,2020
HD 158996 b,925,14 Jupiters,5.72291,2018
HD 159243 b,239,1.13 Jupiters,8.65,2013
HD 159243 c,239,1.9 Jupiters,8.65,2013
HD 156846 b,156,10.67 Jupiters,6.5,2007
HD 158038 b,309,1.53 Jupiters,7.47,2011
HD 158259 b,88,2.22 Earths,6.47915,2020
HD 158259 c,88,5.6 Earths,6.47915,2020
HD 158259 d,88,5.41 Earths,6.47915,2020
HD 158259 e,88,6.08 Earths,6.47915,2020
HD 158259 f,88,6.14 Earths,6.47915,2020
HD 158996 b,925,14 Jupiters,5.72291,2018
HD 159243 b,239,1.13 Jupiters,8.65,2013
HD 159243 c,239,1.9 Jupiters,8.65,2013
HD 156846 b,156,10.67 Jupiters,6.5,2007
HD 158038 b,309,1.53 Jupiters,7.47,2011
HD 158259 b,88,2.22 Earths,6.47915,2020
HD 158259 c,88,5.6 Earths,6.47915,2020
HD 158259 d,88,5.41 Earths,6.47915,2020
HD 158259 e,88,6.08 Earths,6.47915,2020
HD 158259 f,88,6.14 Earths,6.47915,2020
HD 158996 b,925,14 Jupiters,5.72291,2018
HD 159243 b,239,1.13 Jupiters,8.65,2013
HD 159243 c,239,1.9 Jupiters,8.65,2013
HD 156846 b,156,10.67 Jupiters,6.5,2007
HD 158038 b,309,1.53 Jupiters,7.47,2011
HD 158259 b,88,2.22 Earths,6.47915,2020
HD 158259 c,88,5.6 Earths,6.47915,2020
HD 158259 d,88,5.41 Earths,6.47915,2020
HD 158259 e,88,6.08 Earths,6.47915,2020
HD 158259 f,88,6.14 Earths,6.47915,2020
HD 158996 b,925,14 Jupiters,5.72291,2018
HD 159243 b,239,1.13 Jupiters,8.65,2013
HD 159243 c,239,1.9 Jupiters,8.65,2013
HD 156846 b,156,10.67 Jupiters,6.5,2007
HD 158038 b,309,1.53 Jupiters,7.47,2011
HD 158259 b,88,2.22 Earths,6.47915,2020
HD 158259 c,88,5.6 Earths,6.47915,2020
HD 158259 d,88,5.41 Earths,6.47915,2020
HD 158259 e,88,6.08 Earths,6.47915,2020
HD 158259 f,88,6.14 Earths,6.47915,2020
HD 158996 b,925,14 Jupiters,5.72291,2018
HD 159243 b,239,1.13 Jupiters,8.65,2013
HD 159243 c,239,1.9 Jupiters,8.65,2013
HD 156846 b,156,10.67 Jupiters,6.5,2007
HD 158038 b,309,1.53 Jupiters,7.47,2011
HD 158259 b,88,2.22 Earths,6.47915,2020
HD 158259 c,88,5.6 Earths,6.47915,2020
HD 158259 d,88,5.41 Earths,6.47915,2020
HD 158259 e,88,6.08 Earths,6.47915,2020
HD 158259 f,88,6.14 Earths,6.47915,2020
HD 158996 b,925,14 Jupiters,5.72291,2018
HD 159243 b,239,1.13 Jupiters,8.65,2013
HD 159243 c,239,1.9 Jupiters,8.65,2013
HD 156846 b,156,10.67 Jupiters,6.5,2007
HD 158038 b,309,1.53 Jupiters,7.47,2011
HD 158259 b,88,2.22 Earths,6.47915,2020
HD 158259 c,88,5.6 Earths,6.47915,2020
HD 158259 d,88,5.41 Earths,6.47915,2020
HD 158259 e,88,6.08 Earths,6.47915,2020
HD 158259 f,88,6.14 Earths,6.47915,2020
HD 158996 b,925,14 Jupiters,5.72291,2018
HD 159243 b,239,1.13 Jupiters,8.65,2013
HD 159243 c,239,1.9 Jupiters,8.65,2013
HD 156846 b,156,10.67 Jupiters,6.5,2007
HD 158038 b,309,1.53 Jupiters,7.47,2011
HD 158259 b,88,2.22 Earths,6.47915,2020
HD 158259 c,88,5.6 Earths,6.47915,2020
HD 158259 d,88,5.41 Earths,6.47915,2020
HD 158259 e,88,6.08 Earths,6.47915,2020
HD 158259 f,88,6.14 Earths,6.47915,2020
HD 158996 b,925,14 Jupiters,5.72291,2018
HD 159243 b,239,1.13 Jupiters,8.65,2013
HD 159243 c,239,1.9 Jupiters,8.65,2013
HD 156846 b,156,10.67 Jupiters,6.5,2007
HD 158038 b,309,1.53 Jupiters,7.47,2011
HD 158259 b,88,2.22 Earths,6.47915,2020
HD 158259 c,88,5.6 Earths,6.47915,2020
HD 158259 d,88,5.41 Earths,6.47915,2020
HD 158259 e,88,6.08 Earths,6.47915,2020
HD 158259 f,88,6.14 Earths,6.47915,2020
HD 158996 b,925,14 Jupiters,5.72291,2018
HD 159243 b,239,1.13 Jupiters,8.65,2013
HD 159243 c,239,1.9 Jupiters,8.65,2013
HD 162020 b,101,9.84 Jupiters,9.1,2002
HD 163607 b,221,0.7836 Jupiters,8,2010
HD 163607 c,221,2.201 Jupiters,8,2010
HD 16417 b,83,22.1 Earths,5.78,2008
HD 164509 b,173,0.443 Jupiters,8.1,2010
HD 164595 b,92,16.14 Earths,7.08597,2015
HD 164604 b,128,1.99792 Jupiters,9.62,2009
HD 164922 b,72,0.36497 Jupiters,7.01227,2005
HD 164922 c,72,13 Earths,7.01227,2016
HD 164922 d,72,4 Earths,7.01227,2020
HD 162020 b,101,9.84 Jupiters,9.1,2002
HD 163607 b,221,0.7836 Jupiters,8,2010
HD 163607 c,221,2.201 Jupiters,8,2010
HD 16417 b,83,22.1 Earths,5.78,2008
HD 164509 b,173,0.443 Jupiters,8.1,2010
HD 164595 b,92,16.14 Earths,7.08597,2015
HD 164604 b,128,1.99792 Jupiters,9.62,2009
HD 164922 b,72,0.36497 Jupiters,7.01227,2005
HD 164922 c,72,13 Earths,7.01227,2016
HD 164922 d,72,4 Earths,7.01227,2020
HD 162020 b,101,9.84 Jupiters,9.1,2002
HD 163607 b,221,0.7836 Jupiters,8,2010
HD 163607 c,221,2.201 Jupiters,8,2010
HD 16417 b,83,22.1 Earths,5.78,2008
HD 164509 b,173,0.443 Jupiters,8.1,2010
HD 164595 b,92,16.14 Earths,7.08597,2015
HD 164604 b,128,1.99792 Jupiters,9.62,2009
HD 164922 b,72,0.36497 Jupiters,7.01227,2005
HD 164922 c,72,13 Earths,7.01227,2016
HD 164922 d,72,4 Earths,7.01227,2020
HD 162020 b,101,9.84 Jupiters,9.1,2002
HD 163607 b,221,0.7836 Jupiters,8,2010
HD 163607 c,221,2.201 Jupiters,8,2010
HD 16417 b,83,22.1 Earths,5.78,2008
HD 164509 b,173,0.443 Jupiters,8.1,2010
HD 164595 b,92,16.14 Earths,7.08597,2015
HD 164604 b,128,1.99792 Jupiters,9.62,2009
HD 164922 b,72,0.36497 Jupiters,7.01227,2005
HD 164922 c,72,13 Earths,7.01227,2016
HD 164922 d,72,4 Earths,7.01227,2020
HD 162020 b,101,9.84 Jupiters,9.1,2002
HD 163607 b,221,0.7836 Jupiters,8,2010
HD 163607 c,221,2.201 Jupiters,8,2010
HD 16417 b,83,22.1 Earths,5.78,2008
HD 164509 b,173,0.443 Jupiters,8.1,2010
HD 164595 b,92,16.14 Earths,7.08597,2015
HD 164604 b,128,1.99792 Jupiters,9.62,2009
HD 164922 b,72,0.36497 Jupiters,7.01227,2005
HD 164922 c,72,13 Earths,7.01227,2016
HD 164922 d,72,4 Earths,7.01227,2020
HD 162020 b,101,9.84 Jupiters,9.1,2002
HD 163607 b,221,0.7836 Jupiters,8,2010
HD 163607 c,221,2.201 Jupiters,8,2010
HD 16417 b,83,22.1 Earths,5.78,2008
HD 164509 b,173,0.443 Jupiters,8.1,2010
HD 164595 b,92,16.14 Earths,7.08597,2015
HD 164604 b,128,1.99792 Jupiters,9.62,2009
HD 164922 b,72,0.36497 Jupiters,7.01227,2005
HD 164922 c,72,13 Earths,7.01227,2016
HD 164922 d,72,4 Earths,7.01227,2020
HD 169830 b,123,2.88 Jupiters,5.9,2000
HD 169830 c,123,4.04 Jupiters,5.9,2003
HD 170469 b,196,0.66 Jupiters,8.21,2007
HD 17092 b,745,10.13 Jupiters,7.732,2007
HD 171028 b,364,2.62 Jupiters,8.292,2007
HD 171238 b,146,2.72 Jupiters,8.61,2009
HD 17156 b,255,3.51 Jupiters,8.17,2007
HD 173416 b,431,2.7 Jupiters,6.04188,2008
HD 175167 b,232,8.97 Jupiters,8.01,2009
HD 175541 b,423,0.598 Jupiters,8.020001,2007
HD 175607 b,132,8.98 Earths,8.6,2015
HD 17674 b,145,0.87 Jupiters,7.535,2017
HD 176986 b,91,5.74 Earths,8.42,2017
HD 176986 c,91,9.18 Earths,8.42,2017
HD 177565 b,55,15.1 Earths,6.15,2017
HD 177830 b,205,1.69 Jupiters,7.18,1999
HD 177830 c,205,0.15 Jupiters,7.18,2010
HD 178911 B b,134,8.03 Jupiters,7.97,2001
HD 179079 b,227,25.74423 Earths,7.95,2008
HD 179949 b,90,0.916 Jupiters,6.25,2000
HD 175607 b,132,8.98 Earths,8.6,2015
HD 17674 b,145,0.87 Jupiters,7.535,2017
HD 176986 b,91,5.74 Earths,8.42,2017
HD 176986 c,91,9.18 Earths,8.42,2017
HD 177565 b,55,15.1 Earths,6.15,2017
HD 177830 b,205,1.69 Jupiters,7.18,1999
HD 177830 c,205,0.15 Jupiters,7.18,2010
HD 178911 B b,134,8.03 Jupiters,7.97,2001
HD 179079 b,227,25.74423 Earths,7.95,2008
HD 179949 b,90,0.916 Jupiters,6.25,2000
HD 169830 b,123,2.88 Jupiters,5.9,2000
HD 169830 c,123,4.04 Jupiters,5.9,2003
HD 170469 b,196,0.66 Jupiters,8.21,2007
HD 17092 b,745,10.13 Jupiters,7.732,2007
HD 171028 b,364,2.62 Jupiters,8.292,2007
HD 171238 b,146,2.72 Jupiters,8.61,2009
HD 17156 b,255,3.51 Jupiters,8.17,2007
HD 173416 b,431,2.7 Jupiters,6.04188,2008
HD 175167 b,232,8.97 Jupiters,8.01,2009
HD 175541 b,423,0.598 Jupiters,8.020001,2007
HD 181720 b,196,0.4 Jupiters,7.84,2009
HD 183263 b,177,3.95 Jupiters,7.86,2004
HD 183263 c,177,3.57 Jupiters,7.86,2008
HD 183579 b,187,19.7 Earths,8.67,2021
HD 185269 b,170,1.01 Jupiters,6.67973,2006
HD 187085 b,150,0.836 Jupiters,7.22,2006
HD 187123 b,150,0.523 Jupiters,7.83,1998
HD 187123 c,150,1.99 Jupiters,7.83,2008
HD 18742 b,531,3.4 Jupiters,7.81,2011
HD 188015 b,165,1.5 Jupiters,8.24,2004
HD 20003 b,136,11.66 Earths,8.39,2019
HD 20003 c,136,14.44 Earths,8.39,2019
HD 200964 b,237,1.599 Jupiters,6.48605,2010
HD 200964 c,237,1.214 Jupiters,6.48605,2010
HD 202206 c,150,17.9 Jupiters,8.08,2004
HD 202696 b,615,1.996 Jupiters,8.23,2019
HD 202696 c,615,1.864 Jupiters,8.23,2019
HD 202772 A b,527,1.017 Jupiters,8.324,2019
HD 203030 b,128,24.09 Jupiters,8.45,2006
HD 203473 b,237,7.8 Jupiters,8.23,2018
HD 20003 b,136,11.66 Earths,8.39,2019
HD 20003 c,136,14.44 Earths,8.39,2019
HD 200964 b,237,1.599 Jupiters,6.48605,2010
HD 200964 c,237,1.214 Jupiters,6.48605,2010
HD 202206 c,150,17.9 Jupiters,8.08,2004
HD 202696 b,615,1.996 Jupiters,8.23,2019
HD 202696 c,615,1.864 Jupiters,8.23,2019
HD 202772 A b,527,1.017 Jupiters,8.324,2019
HD 203030 b,128,24.09 Jupiters,8.45,2006
HD 203473 b,237,7.8 Jupiters,8.23,2018
HD 20003 b,136,11.66 Earths,8.39,2019
HD 20003 c,136,14.44 Earths,8.39,2019
HD 200964 b,237,1.599 Jupiters,6.48605,2010
HD 200964 c,237,1.214 Jupiters,6.48605,2010
HD 202206 c,150,17.9 Jupiters,8.08,2004
HD 202696 b,615,1.996 Jupiters,8.23,2019
HD 202696 c,615,1.864 Jupiters,8.23,2019
HD 202772 A b,527,1.017 Jupiters,8.324,2019
HD 203030 b,128,24.09 Jupiters,8.45,2006
HD 203473 b,237,7.8 Jupiters,8.23,2018
HD 192263 b,64,0.56 Jupiters,7.79,1999
HD 192310 b,29,16.9 Earths,5.73,2011
HD 192310 c,29,24 Earths,5.73,2011
